id,date_time,year,month,mdate,day,time,sensor_id,sensor_name,hourly_counts
1683305,11/21/2016 8:00,2016,November,21,Monday,8,6,Flinders Street Station Underpass,4348
1683306,11/21/2016 8:00,2016,November,21,Monday,8,8,Webb Bridge,359
1683307,11/21/2016 8:00,2016,November,21,Monday,8,9,Southern Cross Station,2972
1683308,11/21/2016 8:00,2016,November,21,Monday,8,10,Victoria Point,574
1683309,11/21/2016 8:00,2016,November,21,Monday,8,11,Waterfront City,75
1683310,11/21/2016 8:00,2016,November,21,Monday,8,12,New Quay,264
1683311,11/21/2016 8:00,2016,November,21,Monday,8,13,Flagstaff Station,5021
1683312,11/21/2016 8:00,2016,November,21,Monday,8,14,Sandridge Bridge,1203
1683313,11/21/2016 8:00,2016,November,21,Monday,8,15,State Library,712
1683314,11/21/2016 8:00,2016,November,21,Monday,8,17,Collins Place (South),1921
1683315,11/21/2016 8:00,2016,November,21,Monday,8,18,Collins Place (North),1860
1683316,11/21/2016 8:00,2016,November,21,Monday,8,19,Chinatown-Swanston St (North),220
1683317,11/21/2016 8:00,2016,November,21,Monday,8,20,Chinatown-Lt Bourke St (South),118
1683318,11/21/2016 8:00,2016,November,21,Monday,8,21,Bourke St-Russell St (West),341
1683319,11/21/2016 8:00,2016,November,21,Monday,8,24,Spencer St-Collins St (North),4190
1683320,11/21/2016 8:00,2016,November,21,Monday,8,25,Melbourne Convention Exhibition Centre,1034
